Flag,Name,Addresses,MAC,Type,Maps,Services Down,Notes
up,Brasil TecPar (Grazziotin Tres Coroas),45.227.142.17,,,Brasil Tec Par - Avato,,netpal / #netpal#@2024
acknowledged,Brasil TecPar (Grazziotin Veranópolis),187.103.236.178,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Panvel Tdai 2),177.86.55.173,,,Brasil Tec Par - Avato,,
acknowledged,Brasil TecPar (Banrisul MST 2),177.72.106.24,,,Brasil Tec Par - Avato,,
up,NETPAL_SERRARIA_ALMAS,192.168.20.2,UbiquitiNe:68:21:FA,,Serraria,,
up,Brasil TecPar (SPGG MST),177.72.106.30,,,Brasil Tec Par - Avato,,
acknowledged,Levante Almas,177.72.106.29,,,Levantes,,
up,RB Bridge Olhos D'Água,192.168.21.35,Routerboar:EC:B4:A0,,Olhos D'agua,,
up,Cooperativa MST,177.72.106.35,,,Sementes Condessa,,
up,OLT PWW,192.168.115.10,D4:C1:C8:1F:B3:90,,DC Palmares do Sul,,
up,S6730 PWW,192.168.115.2,,,DC Palmares do Sul,,
up,CEEE DC PWW Fase 1,192.168.116.220,48:A9:8A:C6:3F:63,Some Device,CEEE,,UC 1006605697
up,CEEE DC PWW Fase 2,192.168.116.221,48:A9:8A:C6:3F:45,Some Device,CEEE,,
up,CEEE DC PWW Fase 3,192.168.116.222,48:A9:8A:C6:3F:59,Some Device,CEEE,,
up,SW PWW,192.168.116.210,Routerboar:85:A7:0A,,DC Palmares do Sul,,
up,Retificador 1 PWW,192.168.116.212,84:13:9F:C3:21:E9,,DC Palmares do Sul,,
up,GW Sede PWW,177.72.105.210,,,Intranet,,
up,SW Sede PWW,177.72.105.210,,,Intranet,,
up,Impressora CC PWW,177.72.105.210,,,Intranet,,
acknowledged,4G  TIM TVR,177.72.104.98,BC:99:30:EA:79:79,Some Device,TIM S.A.,,
acknowledged,4G  TIM MST,177.72.104.94,70:CD:91:C5:BD:80,Some Device,TIM S.A.,,
acknowledged,TIM TVR,192.168.116.130,70:CD:91:C5:BD:59,Some Device,TIM S.A.,,
acknowledged,TIM MST,192.168.116.158,"00:C9:FF:F7:11:00, 00:CA:FF:F7:63:65",Some Device,TIM S.A.,,
up,Levante Canas,177.72.105.4,,,Levantes,,
acknowledged,TIM MST,192.168.116.158,"00:C9:FF:F7:11:00, 00:CA:FF:F7:63:65",Some Device,Last Mile,,
acknowledged,TIM TVR,192.168.116.130,70:CD:91:C5:BD:59,Some Device,Last Mile,,
acknowledged,4G  TIM MST,177.72.104.94,70:CD:91:C5:BD:80,Some Device,Last Mile,,
acknowledged,4G  TIM TVR,177.72.104.98,BC:99:30:EA:79:79,Some Device,Last Mile,,
unknown,CONSEPRO PWW,0.0.0.0,,,Consepro,,
up,Gardel - Mercado Rei dos Pampas,177.72.105.93,,,Empresarial,,
up,HubSoft,177.72.104.16,72:56:05:A7:29:E9,,Proxmox Hubsoft,,
up,Radius HubSoft,192.168.115.214,96:4F:38:AB:86:21,,Proxmox Hubsoft,,
up,Proxmox HubSoft,192.168.254.13,DellInc.:5A:45:57,,Proxmox Hubsoft,,
up,Zabbix,177.72.104.6,4E:01:6C:C9:F0:78,,Proxmox Zabbix,,
up,Fusion - VoIP - PM CPV,177.72.104.14,EE:2A:8A:5A:EE:E0,,Proxmox Zabbix,,
up,Dude VLSUL,192.168.17.38,DE:5F:56:B1:1A:14,,Proxmox Zabbix,,
up,Fusion - VoIP - 0800 NETPAL,177.72.104.18,16:8C:EF:D4:03:FD,,Proxmox Zabbix,,
up,Zeus - TIP - VoIP,177.72.104.13,8A:26:35:E8:3A:BF,,Proxmox Zabbix,,
up,Proxmox Zabbix,192.168.254.10,HewlettPac:48:2F:02,,Proxmox Zabbix,,
up,Servidor Monsta,192.168.115.62,E2:E9:C9:DC:BA:BF,,Proxmox Zabbix,,
up,DOCS Cloud,177.72.104.7,B2:63:2D:95:56:FD,,Proxmox Zabbix,,
up,Servidor VPN,177.72.104.9,56:EC:57:EB:68:14,,Proxmox Zabbix,,
up,Proxmox Docker - CDNTV,192.168.254.11,DellInc.:3D:02:C3,,Proxmox Docker,,
up,Docker,177.72.104.109,F6:EF:DA:C8:5B:0B,,Docker,,
up,SpeedTest,177.93.247.138,TP-LINKTEC:01:3C:A3,,Docker,,
up,Wiki Netpal,177.72.104.3,5A:6B:64:98:E5:DA,,Docker,,
up,Unifi Network,177.72.104.2,76:34:C8:F3:08:09,,Docker,,
up,NTP Server,192.168.116.10,F6:ED:4D:62:D8:36,,Docker,,
up,PDNS Master,177.72.104.10,46:E2:9A:0C:D2:08,,Docker,,
up,PDNS Slave,177.72.104.11,C6:94:15:44:81:AA,,Docker,,
up,CDNTV Origin,177.72.104.107,32:4D:88:D8:D7:5B,,CDNTV,,
up,CDNTV Edge,177.72.104.108,D6:09:3B:D8:FF:29,,CDNTV,,
up,OpenVPN - 2,177.72.104.12,62:B2:A1:0A:B1:AE,,Proxmox Docker,,
up,Fusion - VoIP - Paineis Simples,177.72.104.25,0E:C8:34:76:59:4E,,Proxmox Docker,,
unknown,,,,,PM CPV,,
unknown,,,,,PM CPV,,
unknown,,,,,PM CPV,,
unknown,,,,,PM CPV,,
unknown,,,,,PM CPV,,
unknown,,,,,PM CPV,,
unknown,,,,,PM CPV,,
unknown,,,,,PM CPV,,
up,SW Sede PWW,177.72.105.210,,,DC Palmares do Sul,,
up,GW Sede PWW,177.72.105.210,,,DC Palmares do Sul,,
up,Fusion - VoIP - Elaborados - Full,177.72.104.22,6E:26:1A:C9:19:CE,,Proxmox Docker,,
up,Dude PM CPV,192.168.17.42,22:C6:6C:11:AB:E3,,Proxmox Zabbix,,
acknowledged,Otimizy (Santander PWW),177.72.106.14,,,Last Mile,,
up,Pangare - POSTE MONITORAMENTO FORQUILHA,177.72.105.70,,,Fazenda Pangaré,,
up,Brasil TecPar (Sicredi Formigueiro),45.163.32.240,,,Brasil Tec Par - Avato,,
up,SW4370 Praia Mostardas,192.168.15.46,70:CD:91:C7:15:BF,,Praia Mostardas,,
up,OLT Praia Mostardas,192.168.115.174,E0:41:02:72:83:2F,,Praia Mostardas,,
up,S6730 Mostardas,192.168.15.78,12:15:48:79:C3:88,,Praia Mostardas,,">>>ATIVA BACKUP DE RÁDIO <<<  system-view  interface GigabitEthernet0/0/2  undo shutdown  quit  quit  save, >>>DESATIVA BACKUP DE RÁDIO <<<  system-view  interface GigabitEthernet0/0/2  shutdown  quit  quit  save, >>>>>>>>>>>SINAL PTP FO MAIS COMPLETO<<<<<<<<<<<<<  display transceiver interface XGigabitEthernet 0/0/2 verbose, >>>>>>>>>>>MOSTRA CONFIGURAÇÕES<<<<<<<<<<<<<  display current-configuration, >>>>>>>>>>>SINAL PTP FO<<<<<<<<<<<<<  display transceiver diagnosis interface XGigabitEthernet 0/0/2, >>>DESATIVA PTP FO <<<  system-view  interface interface XGigabitEthernet0/0/2  shutdown  quit  quit  save, >>>ATIVA PTP FO <<<  system-view  interface XGigabitEthernet0/0/2  undo shutdown  quit  quit  save"
up,Brasil TecPar (Grazziotin Tramandai),45.169.34.53,,,Brasil Tec Par - Avato,,
up,CEEE Lagoa do Bacupari,192.168.22.62,ZioncomEle:81:96:C2,,CEEE,,"Em casos de falta de energia de energia abrir chamado em ambas UC, UC Camping (Caso tenha)  e Regis 1004816437"
up,Cooperativa Rizicola Pitangueiras LTDA (Coripil),177.72.105.66,Routerboar:30:48:0F,,Empresarial,,
up,Cooperativa Rizicola Pitangueiras LTDA (CCEE),177.72.105.100,Routerboar:30:48:0F,,Empresarial,,
up,Fusion - VoIP - PM MST,177.72.104.17,1A:97:C3:E0:DC:D3,,Proxmox Zabbix,,
unknown,LEVANTES SILTEC,0.0.0.0,,,Levantes,,
up,TS SIX,192.168.66.14,REALTEKSEM:BE:02:36,,DC Capivari do Sul,,Anydesk PC SIX  1325716969  @suporte_ntp_pww!
up,Pontual Telecom (Corsan PWW 1),177.72.105.222,,,Last Mile,,
up,Pontual Telecom (Corsan PWW 2),177.72.105.220,,,Last Mile,,
up,Pontual Telecom (Corsan GGV),177.72.105.218,,,Last Mile,,
up,Pontual Telecom (Corsan MST 1),177.72.105.108,,,Last Mile,,
up,WDS - Mercado Rei dos Pampas,192.168.115.250,F4:92:BF:E8:4B:32,,Empresarial,,
up,Pontual Telecom (Corsan MST 2),177.72.105.117,,,Last Mile,,
acknowledged,WDS PTP Levantes,177.72.106.92,,,Levantes,,
up,Ressaco | Wifi ZTE Oficina NAT,177.72.106.97,,,Maria Denise ( Ressaco),,
up,Marina Del Faro - 1002,177.72.105.31,,,Empresarial,,
up,Marina Del Faro - 1001,177.72.105.31,,,Empresarial,,
up,SW4370 Praia Sao Simao,192.168.15.54,70:CD:91:C9:8C:EF,,Praia Sao Simao,,
up,OLT Praia Sao Simao,192.168.115.182,E0:41:02:72:85:97,,Praia Sao Simao,,
up,S6730 Mostardas,192.168.15.78,12:15:48:79:C3:88,,Praia Sao Simao,,">>>ATIVA PTP FO <<<  system-view  interface XGigabitEthernet0/0/2  undo shutdown  quit  quit  save, >>>DESATIVA PTP FO <<<  system-view  interface interface XGigabitEthernet0/0/2  shutdown  quit  quit  save, >>>>>>>>>>>SINAL PTP FO<<<<<<<<<<<<<  display transceiver diagnosis interface XGigabitEthernet 0/0/2, >>>>>>>>>>>MOSTRA CONFIGURAÇÕES<<<<<<<<<<<<<  display current-configuration, >>>>>>>>>>>SINAL PTP FO MAIS COMPLETO<<<<<<<<<<<<<  display transceiver interface XGigabitEthernet 0/0/2 verbose, >>>DESATIVA BACKUP DE RÁDIO <<<  system-view  interface GigabitEthernet0/0/2  shutdown  quit  quit  save, >>>ATIVA BACKUP DE RÁDIO <<<  system-view  interface GigabitEthernet0/0/2  undo shutdown  quit  quit  save"
up,Olga Velho (WeatherStation),177.72.105.208,,,Fazenda Nova,,
up,RB Bridge Sala NOC CPV,192.168.116.114,Routerboar:EC:46:DB,,Intranet,,
up,RB RACK APS 4/5/6/7/8,177.93.244.133,,,Pousada Avenida PMST,,
up,RB RACK APS 9/10/11/12,177.93.244.157,,,Pousada Avenida PMST,,
up,RB RACK APS 1/2/3/MITI/CAMPEIRA,177.93.244.161,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-AP9,177.93.244.157,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-AP10,177.93.244.157,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-AP11,177.93.244.157,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-AP12,177.93.244.157,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-AP8,177.93.244.133,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-AP7,177.93.244.133,,,Pousada Avenida PMST,,
unknown,Switch,0.0.0.0,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-AP5,177.93.244.133,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-AP4,177.93.244.133,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-AP6,177.93.244.133,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-CAMPEIRA,177.93.244.161,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-MITI,177.93.244.161,,,Pousada Avenida PMST,,
unknown,Switch,0.0.0.0,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-AP2,177.93.244.161,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-AP1,177.93.244.161,,,Pousada Avenida PMST,,
up,POUSADA-AVENIDA-AP3,177.93.244.161,,,Pousada Avenida PMST,,
up,NETPAL_BACUPARI_STATKRAFT,192.168.115.218,UbiquitiNe:4E:98:57,,Bacupari,,Porta 3 PatchPanel 2 Bacupari
up,BRFibra (Statkraft),192.168.115.219,UbiquitiNe:CC:B8:C3,,Last Mile,,
up,BRFibra (Statkraft),192.168.115.220,18:FD:74:CE:E5:3D,,Last Mile,,
up,BRFibra (EDD Statkraft),177.72.106.255,CiscoSyste:4E:11:80,,Last Mile,,
up,NVR CASA,177.72.105.210,,,Intranet,,
up,NVR EMPRESA,177.72.105.210,,,Intranet,,
up,NETPAL-CAFPWW,177.72.105.210,,,Intranet,,
up,NETPAL-CCPWW,177.72.105.210,,,Intranet,,
up,NETPAL-DCPWW,177.72.105.210,,,Intranet,,
up,Alex de Moura - Supermercado PWW,177.72.106.27,Routerboar:99:1D:A4,,Empresarial,,
up,JMS Embalagens (CCEE),177.93.247.25,B8:69:F4:DF:AA:7B,,Empresarial,,
up,Cooperativa Arrozeira (CCEE),177.72.105.65,B8:69:F4:DF:AA:7B,,Empresarial,,
up,SMU SUPERMERCADOS LTDA - Lang PWW,177.72.105.86,Routerboar:99:1D:A4,,Empresarial,,
up,Neri Fraga (Ivotel),177.72.105.43,Routerboar:64:D3:B3,,Empresarial,,
up,Neri Fraga (Deposito),177.72.105.43,XEROXCORPO:00:06:00,,Empresarial,,
up,Alex de Moura - Supermercado BCP,177.72.105.24,,,Empresarial,,
up,NVR Deposito BCP,177.72.106.65,18:0D:2C:D8:8B:A9,,Intranet,,
up,Depósito BCP,177.72.106.65,Routerboar:F8:7A:9F,,Intranet,,
acknowledged,Alarme Deposito BCP,177.72.106.65,18:0D:2C:D8:8B:A9,,Intranet,,
up,NETPAL - DEPOSITO,177.72.106.65,,,Intranet,,
up,RB - Taça Açoriana,177.72.105.113,04:8C:16:CC:2F:B7,,Empresarial,,
acknowledged,ZTE - Taça Açoriana,177.72.105.113,,,Empresarial,,
up,Mesh 1 - Taça Açoriana,177.72.105.113,04:8C:16:CC:2F:B7,,Empresarial,,
acknowledged,Mesh 2 - Taça Açoriana,177.72.105.113,04:8C:16:CC:2F:B7,,Empresarial,,
up,Camera 1 - Taça Açoriana,177.72.105.113,,,Empresarial,,
up,Camera 2 - Taça Açoriana,177.72.105.113,,,Empresarial,,
unknown,Switch,,,,Empresarial,,
up,Aplicações /etc/scripts,177.72.104.23,36:DC:89:9D:DA:5A,,Proxmox Docker,,
up,NETPAL_GRANDSTREAM_1 (TRILHA CLUBE),177.72.104.34,,,Clube Jeep PWW,,
acknowledged,EXPOFEIRA - G1 - CASE,177.72.105.30,,,Expofeira,,
acknowledged,EXPOFEIRA - G2 - GT,177.72.105.30,,,Expofeira,,
acknowledged,EXPOFEIRA - G3 - NETPAL,177.72.105.30,,,Expofeira,,
acknowledged,EXPOFEIRA - G4 - PRACA ALIMENTACAO,177.72.105.30,,,Expofeira,,
up,RB EXPOFEIRA RACK RUDAN,177.72.105.30,,,Expofeira,,
up,EXPOFEIRA - SINDICATO,177.72.105.212,,,Expofeira,,
acknowledged,EXPOFEIRA - PREFEITURA,177.93.244.198,,,Expofeira,,
acknowledged,EXPOFEIRA - SICREDI,177.93.244.200,,,Expofeira,,
acknowledged,EXPOFEIRA - FM CANQUERINI,177.93.244.202,,,Expofeira,,
acknowledged,EXPOFEIRA - SLC MAQUINAS,177.93.244.201,,,Expofeira,,
acknowledged,EXPOFEIRA - SICREDI - UNIFI,177.93.244.200,,,Expofeira,,
acknowledged,EXPOFEIRA - SLC MAQUINAS- UNIFI,177.93.244.201,,,Expofeira,,
acknowledged,EXPOFEIRA - FM CANQUEIRNI - UNIFI,177.93.244.202,,,Expofeira,,
up,RB Bridge Servidores,192.168.116.22,,,DC Capivari do Sul,,
acknowledged,Proxmox Telefonia,192.168.115.22,"00:CA:FF:F7:65:72, 00:CA:FF:F7:E0:E3",,Proxmox Telefonia,,
up,EXPOFEIRA - PAVILHAO,177.72.105.71,,,Expofeira,,
up,Proxmox DNS,192.168.254.12,HewlettPac:EA:EC:0C,,Proxmox DNS,,
up,Consorcio Energias Renovaveis,177.72.106.6,,,Empresarial,,
up,Autobrap,100.64.31.1,,,Empresarial,,
up,Posto Sao Luiz,177.72.105.115,,,Empresarial,,
up,Mercado Padre Simao,177.72.105.123,,,Empresarial,,
acknowledged,Quero Quero PWW,177.72.105.49,,,Last Mile,,
up,Pangare - CAMPO MATO GRANDE,177.72.105.30,,,Fazenda Pangaré,,
up,RB - SSM Praia Clube,177.72.105.224,,,Empresarial,,
up,GS - SSM Praia Clube,177.72.105.224,,,Empresarial,,
up,ZTE - SSM Praia Clube,177.72.105.224,,,Empresarial,,
up,Pangare - POSTE LEVANTE MATO GRANDE,177.72.105.32,,,Fazenda Pangaré,,
up,OLT CLOUD,177.72.104.24,BC:24:11:89:AD:23,Web Server,Proxmox DNS,,
up,DNS MASTER,177.72.104.58,BC:24:11:E7:B0:75,DNS Server,Proxmox DNS,,
up,John Deere (SLC Maquinas),177.72.105.44,,,Last Mile,,
up,netpaltelecom.com.br,177.12.170.229,,Some Device,DC Capivari do Sul,,
up,Siltelbra (Caixa PWW),177.72.105.231,,,Last Mile,,
up,Siltelbra (Caixa MST),177.72.105.233,,,Last Mile,,
up,SW4370 Tavares,192.168.116.198,18:81:ED:62:C6:7E,Some Device,Centro TVR,,
acknowledged,WDS Drenagem Helena,192.168.116.162,00:C9:FF:F7:11:00,,Levantes,,
up,Super Uniao Filial JDF,177.72.105.55,74:4D:28:3E:F5:AC,,Empresarial,,
up,Autobrap - Conexão PC,177.72.106.87,,,Empresarial,,
up,Bacupari => Serraria,192.168.31.34,UbiquitiNe:C6:ED:E6,,Bacupari,,Porta 3 PatchPanel 2 Bacupari
up,Serraria => Bacupari,192.168.31.35,18:E8:29:1E:22:F2,,Serraria,,
acknowledged,Drenagem Helena/ Rodeio do Meio,177.72.106.40,,,Levantes,,
up,Opa ChatBot,177.72.104.30,F6:C7:5C:8A:4A:A3,,Proxmox Docker,,
acknowledged,Levante Dreanagem Plano A,177.72.106.92,,,Levantes,,
acknowledged,Levante Drenagem Plano A,177.72.106.92,,,Levantes,,
up,Pangare - PORTEIRA FORQUILHA,177.72.106.109,,,Fazenda Pangaré,,
up,Levante Sao Simao,177.72.106.82,,,Levantes,,
acknowledged,ZTE - Soc Amigos Balneario,177.72.106.114,,,Empresarial,,
acknowledged,GS - Soc Amigos Balneario,177.72.106.114,,,Empresarial,,
acknowledged,RB - Soc Amigos Balneario,177.72.106.114,,,Empresarial,,
up,POUSADA-SALA-ALUGUEL,177.93.244.157,,,Pousada Avenida PMST,,
up,Wifi DC,177.93.244.169,,,DC Capivari do Sul,,
up,Olga Velho (RB Turbinas),177.72.106.116,,,Fazenda Nova,,
up,Olga Velho (Wifi Turbinas),177.72.106.116,,,Fazenda Nova,,
unknown,Conversor FO,,,,Fazenda Nova,,
unknown,Conversor FO,,,,Fazenda Nova,,
up,Olga Velho (Secagem),177.72.106.116,,,Fazenda Nova,,
up,SFTP - Netpal - OPA,177.72.104.20,F2:19:E1:4A:8C:8A,,Proxmox Zabbix,,
up,Dudu Teixeirinha,177.72.105.198,,,Empresarial,,
up,Dudu - Ramal 1063,177.72.105.198,,,Empresarial,,
up,MGF - CAM 1,177.72.106.13,,,Empresarial,,
up,MGF - CAM 2,177.72.106.13,,,Empresarial,,
up,USINA MGF,177.72.106.13,,,Empresarial,,
up,Brasil TecPar (Grazziotin Triunfo),45.187.42.194,,,Brasil Tec Par - Avato,,
up,AUTOMACOES,177.72.104.29,BC:24:11:BF:0B:B5,Web Server,Proxmox DNS,,
up,JRPA - Salão de Festas NAU,100.64.31.22,,,Empresarial,,
up,RRFlow,177.72.104.27,REALTEKSEM:DA:00:C3,,DC Capivari do Sul,,
up,CGNAT 2 - Jardim Formoso,177.72.104.102,30:29:52:47:4D:C6,,DC Capivari do Sul,,
up,BRAS - PPPoE - Jardim Formoso,10.200.255.240,04:8C:16:CC:2F:B7,Some Device,DC Capivari do Sul,,
up,Patch Panel 1 Rancho Velho,192.168.21.251,MicrochipT:A0:A3:58,,Rancho Velho,,
up,SmokePing,177.72.104.8,2A:69:2F:16:8A:9D,Some Device,Docker,,
up,Severino,177.72.104.8,2A:69:2F:16:8A:9D,Some Device,Docker,,
up,API ZAP,177.72.104.26,BC:24:11:50:14:F9,Web Server,Proxmox DNS,,
